st,year,div_rate,stpop,lfdivlaw,unilateral,years_unilateral,years_unilateral_long,reform,evdiv50,married,married_annual,neighper,time,timesq,divx1,divx2,divx3,divx4,divx5,divx6,divx7,divx8,divx9,divx10,divx11,divx12,divx13,divx14,divx15,divx16,divx17
MT,1962,2.799999952,698000,1975,0,-99,-99,1,0.077724338,NA,0.745017755,0,-6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1963,2.700000048,703000,1975,0,-99,-99,1,0.077724338,NA,0.742440891,0,-5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1964,2.799999952,706000,1975,0,-99,-99,1,0.077724338,NA,0.739864028,0,-4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1965,2.799999952,706000,1975,0,-99,-99,1,0.077724338,NA,0.737287164,0,-3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1966,3,707000,1975,0,-99,-99,1,0.077724338,NA,0.7347103,0,-2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1967,3.400000095,701000,1975,0,-99,-99,1,0.077724338,NA,0.732133436,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1968,3.700000048,7e+05,1975,0,-99,-99,1,0.077724338,NA,0.729556572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1969,4,694000,1975,0,-99,-99,1,0.077724338,NA,0.726979709,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1970,4.400000095,694409,1975,0,-99,-99,1,0.077724338,0.724402845,0.724402845,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1971,4.699999809,710814,1975,0,-99,-99,1,0.077724338,NA,0.719999427,0.5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1972,5,718732,1975,0,-99,-99,1,0.077724338,NA,0.715596008,0.5,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1973,5.199999809,726798,1975,0,-99,-99,1,0.077724338,NA,0.71119259,0.5,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1974,5.300000191,736419,1975,0,-99,-99,1,0.077724338,NA,0.706789172,0.5,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1975,5.699999809,748208,1975,1,1,1,1,0.077724338,NA,0.702385753,0.5,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1976,6.400000095,757317,1975,1,1,1,1,0.077724338,NA,0.697982335,0.5,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1977,6.099999905,769953,1975,1,3,3,1,0.077724338,NA,0.693578917,0.75,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1978,6.199999809,782317,1975,1,3,3,1,0.077724338,NA,0.689175498,0.75,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1979,6.5,787305,1975,1,5,5,1,0.077724338,NA,0.68477208,0.75,11,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1980,6.300000191,786690,1975,1,5,5,1,0.077724338,0.680368662,0.680368662,0.75,12,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1981,6.300000191,795328,1975,1,7,7,1,0.077724338,NA,0.677819794,0.75,13,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1982,5.699999809,803986,1975,1,7,7,1,0.077724338,NA,0.675270927,0.75,14,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1983,5.599999905,814031,1975,1,9,9,1,0.077724338,NA,0.672722059,0.75,15,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1984,5.300000191,820905,1975,1,9,9,1,0.077724338,NA,0.670173192,0.75,16,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1985,5.199999809,822320,1975,1,11,11,1,0.077724338,NA,0.667624325,1,17,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1986,5.300000191,813739,1975,1,11,11,1,0.077724338,NA,0.665075457,1,18,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1987,5.099999905,805063,1975,1,13,13,1,0.077724338,NA,0.66252659,1,19,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1988,5.099999905,800202,1975,1,13,13,1,0.077724338,NA,0.659977722,1,20,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1989,5.099999905,799636,1975,1,15,15,1,0.077724338,NA,0.657428855,1,21,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1990,5.099999905,799824,1975,1,15,15,1,0.077724338,0.654879987,0.654879987,1,22,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1991,5.446643353,807837,1975,1,15,17,1,0.077724338,NA,0.651814836,1,23,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1992,5.22837019,822436,1975,1,15,17,1,0.077724338,NA,0.648749685,1,24,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1993,4.944777489,839876,1975,1,15,19,1,0.077724338,NA,0.645684534,1,25,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1994,5.053086758,854923,1975,1,15,19,1,0.077724338,NA,0.642619383,1,26,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1995,4.835801601,868522,1975,1,15,21,1,0.077724338,NA,0.639554232,1,27,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1996,4.905002594,876656,1975,1,15,21,1,0.077724338,NA,0.636489081,1,28,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1997,4.581737041,878706,1975,1,15,23,1,0.077724338,NA,0.63342393,1,29,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,1998,3.809976339,879533,1975,1,15,23,1,0.077724338,NA,0.630358779,1,30,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,1956,NA,4309000,2000,0,-99,-99,0,0.047134742,NA,0.74664433,0,-12,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1957,NA,4368000,2000,0,-99,-99,0,0.047134742,NA,0.74837687,0,-11,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1958,1.200000048,4376000,2000,0,-99,-99,0,0.047134742,NA,0.75010941,0,-10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1959,1.399999976,4458000,2000,0,-99,-99,0,0.047134742,NA,0.75184195,0,-9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1960,1.299999952,4573000,2000,0,-99,-99,0,0.047134742,0.753574491,0.753574491,0,-8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1961,1.399999976,4663000,2000,0,-99,-99,0,0.047134742,NA,0.750712955,0,-7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1962,1.399999976,4707000,2000,0,-99,-99,0,0.047134742,NA,0.747851419,0,-6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1963,1.5,4742000,2000,0,-99,-99,0,0.047134742,NA,0.744989884,0,-5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1964,1.5,4802000,2000,0,-99,-99,0,0.047134742,NA,0.742128348,0,-4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1965,2.299999952,4863000,2000,0,-99,-99,0,0.047134742,NA,0.739266813,0,-3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1966,2.299999952,4896000,2000,0,-99,-99,0,0.047134742,NA,0.736405277,0,-2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1967,2.400000095,4952000,2000,0,-99,-99,0,0.047134742,NA,0.733543742,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1968,2.400000095,5004000,2000,0,-99,-99,0,0.047134742,NA,0.730682206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1969,2.5,5031000,2000,0,-99,-99,0,0.047134742,NA,0.727820671,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1970,2.700000048,5084411,2000,0,-99,-99,0,0.047134742,0.724959135,0.724959135,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1971,3,5203531,2000,0,-99,-99,0,0.047134742,NA,0.71965676,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1972,3.299999952,5301150,2000,0,-99,-99,0,0.047134742,NA,0.714354384,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1973,3.400000095,5389852,2000,0,-99,-99,0,0.047134742,NA,0.709052008,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1974,3.700000048,5470911,2000,0,-99,-99,0,0.047134742,NA,0.703749633,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1975,4,5547188,2000,0,-99,-99,0,0.047134742,NA,0.698447257,0,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1976,4.300000191,5607964,2000,0,-99,-99,0,0.047134742,NA,0.693144882,0,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1977,4.400000095,5685607,2000,0,-99,-99,0,0.047134742,NA,0.687842506,0,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1978,4.599999905,5759492,2000,0,-99,-99,0,0.047134742,NA,0.682540131,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1979,4.699999809,5823491,2000,0,-99,-99,0,0.047134742,NA,0.677237755,0,11,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1980,4.800000191,5881766,2000,0,-99,-99,0,0.047134742,0.67193538,0.67193538,0,12,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1981,5,5956653,2000,0,-99,-99,0,0.047134742,NA,0.668202698,0,13,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1982,4.900000095,6019101,2000,0,-99,-99,0,0.047134742,NA,0.664470017,0,14,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1983,5,6077056,2000,0,-99,-99,0,0.047134742,NA,0.660737336,0,15,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1984,4.800000191,6164006,2000,0,-99,-99,0,0.047134742,NA,0.657004654,0,16,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1985,4.800000191,6253954,2000,0,-99,-99,0,0.047134742,NA,0.653271973,0,17,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1986,5,6321578,2000,0,-99,-99,0,0.047134742,NA,0.649539292,0,18,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1987,4.900000095,6403700,2000,0,-99,-99,0,0.047134742,NA,0.645806611,0,19,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1988,5,6480594,2000,0,-99,-99,0,0.047134742,NA,0.642073929,0,20,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1989,4.900000095,6565459,2000,0,-99,-99,0,0.047134742,NA,0.638341248,0,21,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1990,5.099999905,6656987,2000,0,-99,-99,0,0.047134742,0.634608567,0.634608567,0,22,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1991,5.008791447,6748135,2000,0,-99,-99,0,0.047134742,NA,0.633190727,0,23,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1992,5.2987113,6831850,2000,0,-99,-99,0,0.047134742,NA,0.631772888,0,24,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1993,5.223815918,6947412,2000,0,-99,-99,0,0.047134742,NA,0.630355048,0,25,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1994,4.946495056,7060959,2000,0,-99,-99,0,0.047134742,NA,0.628937209,0,26,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1995,5.149328232,7185403,2000,0,-99,-99,0,0.047134742,NA,0.627519369,0,27,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1996,4.912654877,7307658,2000,0,-99,-99,0,0.047134742,NA,0.62610153,0,28,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1997,4.952567577,7428672,2000,0,-99,-99,0,0.047134742,NA,0.62468369,0,29,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,1998,4.881107807,7545828,2000,0,-99,-99,0,0.047134742,NA,0.623265851,0,30,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND,1956,0.800000012,613000,1971,0,-99,-99,1,0.029410582,NA,0.719447887,0,-12,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1957,0.899999976,612000,1971,0,-99,-99,1,0.029410582,NA,0.722060692,0,-11,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1958,0.800000012,606000,1971,0,-99,-99,1,0.029410582,NA,0.724673498,0,-10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1959,1,618000,1971,0,-99,-99,1,0.029410582,NA,0.727286303,0,-9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1960,0.899999976,634000,1971,0,-99,-99,1,0.029410582,0.729899108,0.729899108,0,-8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1961,1,641000,1971,0,-99,-99,1,0.029410582,NA,0.72698887,0,-7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1962,1,637000,1971,0,-99,-99,1,0.029410582,NA,0.724078631,0,-6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1963,1.100000024,644000,1971,0,-99,-99,1,0.029410582,NA,0.721168393,0,-5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1964,1.200000048,649000,1971,0,-99,-99,1,0.029410582,NA,0.718258154,0,-4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1965,1.100000024,649000,1971,0,-99,-99,1,0.029410582,NA,0.715347916,0,-3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1966,1.200000048,647000,1971,0,-99,-99,1,0.029410582,NA,0.712437677,0,-2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1967,1.399999976,626000,1971,0,-99,-99,1,0.029410582,NA,0.709527439,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1968,1.399999976,621000,1971,0,-99,-99,1,0.029410582,NA,0.7066172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1969,1.5,621000,1971,0,-99,-99,1,0.029410582,NA,0.703706962,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1970,1.600000024,617792,1971,0,-99,-99,1,0.029410582,0.700796723,0.700796723,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1971,1.899999976,626760,1971,1,1,1,1,0.029410582,NA,0.697587919,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1972,2.099999905,631119,1971,1,1,1,1,0.029410582,NA,0.694379115,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1973,2.299999952,632675,1971,1,3,3,1,0.029410582,NA,0.691170311,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1974,2.5,634559,1971,1,3,3,1,0.029410582,NA,0.687961507,0.333333343,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1975,2.700000048,638886,1971,1,5,5,1,0.029410582,NA,0.684752703,0.666666687,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1976,2.900000095,645797,1971,1,5,5,1,0.029410582,NA,0.681543899,0.666666687,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1977,3,649769,1971,1,7,7,1,0.029410582,NA,0.678335094,0.666666687,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1978,3.200000048,651301,1971,1,7,7,1,0.029410582,NA,0.67512629,0.666666687,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1979,3.200000048,652896,1971,1,9,9,1,0.029410582,NA,0.671917486,0.666666687,11,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1980,3.299999952,652717,1971,1,9,9,1,0.029410582,0.668708682,0.668708682,0.666666687,12,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1981,3.5,659505,1971,1,11,11,1,0.029410582,NA,0.66659084,0.666666687,13,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1982,3.299999952,668972,1971,1,11,11,1,0.029410582,NA,0.664472997,0.666666687,14,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1983,3.400000095,676688,1971,1,13,13,1,0.029410582,NA,0.662355155,0.666666687,15,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1984,3.299999952,680497,1971,1,13,13,1,0.029410582,NA,0.660237312,0.666666687,16,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1985,3.400000095,676980,1971,1,15,15,1,0.029410582,NA,0.65811947,1,17,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1986,3.299999952,669512,1971,1,15,15,1,0.029410582,NA,0.656001627,1,18,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1987,3.400000095,661136,1971,1,15,17,1,0.029410582,NA,0.653883785,1,19,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1988,3.5,655331,1971,1,15,17,1,0.029410582,NA,0.651765943,1,20,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1989,3.5,646351,1971,1,15,19,1,0.029410582,NA,0.6496481,1,21,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1990,3.599999905,637364,1971,1,15,19,1,0.029410582,0.647530258,0.647530258,1,22,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1991,3.468942642,634199,1971,1,15,21,1,0.029410582,NA,0.64383595,1,23,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1992,3.619613171,635427,1971,1,15,21,1,0.029410582,NA,0.640141642,1,24,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1993,3.454017401,637229,1971,1,15,23,1,0.029410582,NA,0.636447334,1,25,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1994,3.490360498,639762,1971,1,15,23,1,0.029410582,NA,0.632753026,1,26,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1995,3.429205656,641548,1971,1,15,25,1,0.029410582,NA,0.629058719,1,27,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1996,3.422217607,642858,1971,1,15,25,1,0.029410582,NA,0.625364411,1,28,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1997,3.195281982,640945,1971,1,15,25,1,0.029410582,NA,0.621670103,1,29,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,1998,3.272144556,637808,1971,1,15,25,1,0.029410582,NA,0.617975795,1,30,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,1956,1.600000024,1397000,1972,0,-99,-99,1,0.053785164,NA,0.750761318,0,-12,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1957,1.600000024,1394000,1972,0,-99,-99,1,0.053785164,NA,0.753189749,0,-11,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1958,1.5,1383000,1972,0,-99,-99,1,0.053785164,NA,0.755618179,0,-10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1959,1.600000024,1397000,1972,0,-99,-99,1,0.053785164,NA,0.758046609,0,-9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1960,1.5,1417000,1972,0,-99,-99,1,0.053785164,0.760475039,0.760475039,0,-8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1961,1.600000024,1446000,1972,0,-99,-99,1,0.053785164,NA,0.755415726,0,-7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1962,1.600000024,1464000,1972,0,-99,-99,1,0.053785164,NA,0.750356412,0,-6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1963,1.700000048,1476000,1972,0,-99,-99,1,0.053785164,NA,0.745297098,0,-5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1964,1.700000048,1482000,1972,0,-99,-99,1,0.053785164,NA,0.740237784,0,-4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1965,1.700000048,1471000,1972,0,-99,-99,1,0.053785164,NA,0.735178471,0,-3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1966,1.799999952,1456000,1972,0,-99,-99,1,0.053785164,NA,0.730119157,0,-2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1967,2,1457000,1972,0,-99,-99,1,0.053785164,NA,0.725059843,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1968,2.099999905,1467000,1972,0,-99,-99,1,0.053785164,NA,0.720000529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1969,2.299999952,1474000,1972,0,-99,-99,1,0.053785164,NA,0.714941216,0.166666672,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1970,2.5,1485333,1972,0,-99,-99,1,0.053785164,0.709881902,0.709881902,0.333333343,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1971,2.700000048,1504604,1972,0,-99,-99,1,0.053785164,NA,0.705899709,0.5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1972,2.900000095,1519013,1972,1,1,1,1,0.053785164,NA,0.701917517,0.5,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1973,3.200000048,1529567,1972,1,1,1,1,0.053785164,NA,0.697935325,0.5,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1974,3.400000095,1539191,1972,1,3,3,1,0.053785164,NA,0.693953133,0.5,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1975,3.599999905,1543117,1972,1,3,3,1,0.053785164,NA,0.68997094,0.5,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1976,3.799999952,1550911,1972,1,5,5,1,0.053785164,NA,0.685988748,0.5,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1977,3.900000095,1556842,1972,1,5,5,1,0.053785164,NA,0.682006556,0.666666687,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1978,3.900000095,1563884,1972,1,7,7,1,0.053785164,NA,0.678024364,0.666666687,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1979,4,1567344,1972,1,7,7,1,0.053785164,NA,0.674042171,0.666666687,11,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1980,4.099999905,1569825,1972,1,9,9,1,0.053785164,0.670059979,0.670059979,0.666666687,12,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1981,4.300000191,1578515,1972,1,9,9,1,0.053785164,NA,0.667190462,0.666666687,13,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1982,4,1581780,1972,1,11,11,1,0.053785164,NA,0.664320946,0.666666687,14,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1983,3.900000095,1584293,1972,1,11,11,1,0.053785164,NA,0.661451429,0.666666687,15,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1984,4,1588639,1972,1,13,13,1,0.053785164,NA,0.658581913,0.666666687,16,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1985,4,1584664,1972,1,13,13,1,0.053785164,NA,0.655712396,0.833333313,17,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1986,3.900000095,1574333,1972,1,15,15,1,0.053785164,NA,0.652842879,0.833333313,18,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1987,3.900000095,1566547,1972,1,15,15,1,0.053785164,NA,0.649973363,0.833333313,19,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1988,3.900000095,1571477,1972,1,15,17,1,0.053785164,NA,0.647103846,0.833333313,20,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1989,4,1574864,1972,1,15,17,1,0.053785164,NA,0.644234329,0.833333313,21,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1990,4.099999905,1580664,1972,1,15,19,1,0.053785164,0.641364813,0.641364813,0.833333313,22,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1991,4.085981846,1590805,1972,1,15,19,1,0.053785164,NA,0.639220047,0.833333313,23,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1992,4.118806362,1602406,1972,1,15,21,1,0.053785164,NA,0.637075281,0.833333313,24,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1993,4.061038971,1612149,1972,1,15,21,1,0.053785164,NA,0.634930515,0.833333313,25,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1994,3.906136751,1621551,1972,1,15,23,1,0.053785164,NA,0.632785749,0.833333313,26,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1995,3.852876425,1635142,1972,1,15,23,1,0.053785164,NA,0.630640984,0.833333313,27,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1996,3.702226877,1647657,1972,1,15,25,1,0.053785164,NA,0.628496218,0.833333313,28,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1997,3.75352788,1656042,1972,1,15,25,1,0.053785164,NA,0.626351452,0.833333313,29,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
