statedisdec,demsharenext,demshareprev,use,demwinprev,difdemshare,difdemshare2,difdemshare3,difdemshare4,demofficeexp,demelectexp,othofficeexp,othelectexp,right,rdifdemshare,rdifdemshare2,rdifdemshare3,rdifdemshare4,difdemsharenext
24123,0.32433838,0.44595695,1,0,-0.2834258,0.080330186,-0.022767648,0.006452939,0,0,4,4,0,0,0,0,0,-0.12161857
24123,0.42327163,0.3582871,1,0,-0.35132325,0.123428024,-0.043363135,0.015234477,0,0,5,5,0,0,0,0,0,0.06498453
24123,,0.32433838,,0,-0.15345678,0.023548983,-0.003613751,0.000554555,0,0,6,6,0,0,0,0,0,
24124,0.49137878,,,,-0.12223852,0.014942255,-0.001826519,0.000223271,0,1,3.3304348,3.4423914,0,0,0,0,0,
24124,0.45661765,0.43888074,1,0,-0.017242432,0.000297301,-5.13E-06,8.838815e-08,0,0,8,8,0,0,0,0,0,0.017736912
24124,0.43063843,0.49137878,1,0,-0.007981002,6.3696396e-05,-5.08E-07,4.057231e-09,0,1,9,9,0,0,0,0,0,-0.06074035
24124,0.5255701,0.45661765,1,0,-0.13872313,0.019244108,-0.002669603,0.000370336,0,0,10,10,0,0,0,0,0,0.06895244
24124,,0.43063843,,0,0.05115953,0.002617298,0.0001339,6.850247e-06,0,0,11,11,1,0.05115953,0.002617298,0.0001339,6.850247e-06,
24125,0.30538774,,,,-0.03189224,0.001017115,-3.24E-05,1.0345228e-06,0,1,2.4708333,2.5946429,0,0,0,0,0,
24125,0.2659931,0.47280133,1,0,-0.38922453,0.15149574,-0.058965854,0.022950957,0,0,1,1,0,0,0,0,0,-0.20680824
24125,0.19862011,0.30538774,1,0,-0.46801385,0.21903697,-0.10251234,0.047977194,0,0,2,2,0,0,0,0,0,-0.106767625
24125,0.28014275,0.2659931,1,0,-0.6027597,0.36331928,-0.21899423,0.1320009,0,0,3,3,0,0,0,0,0,0.014149666
24125,,0.19862011,,0,-0.43971446,0.19334881,-0.08501827,0.03738376,0,0,4,4,0,0,0,0,0,
24126,0.33329454,,,,-0.42473376,0.18039876,-0.07662144,0.032543715,0,0,2.2787523,2.4590642,0,0,0,0,0,
24126,0.33172166,0.28763312,1,0,-0.3334109,0.11116282,-0.037062895,0.012357173,0,0,6,6,0,0,0,0,0,0.044088542
24126,0.3282691,0.33329454,1,0,-0.30705374,0.094282,-0.028949643,0.008889096,0,1,7,7,0,0,0,0,0,-0.005025446
24126,,0.33172166,,0,-0.34346184,0.11796603,-0.04051683,0.013915986,0,0,8,8,0,0,0,0,0,
24131,0.4084892,,,,-0.44209853,0.19545111,-0.086408645,0.038201135,0,0,0.9140316,1.0266799,0,0,0,0,0,
24131,0.29132637,0.27895072,1,0,-0.18302163,0.03349692,-0.006130661,0.001122044,0,0,1,1,0,0,0,0,0,0.012375653
24131,,0.4084892,,0,-0.41734728,0.17417875,-0.07269303,0.030338239,0,1,2,2,0,0,0,0,0,
24132,0.40885124,,,,-0.17509344,0.030657714,-0.005367965,0.000939895,0,0,2.076087,2.2282608,0,0,0,0,0,
24132,0.2931637,0.41245326,1,0,-0.18229756,0.0332324,-0.006058185,0.001104392,0,1,0,0,0,0,0,0,0,-0.11928958
24132,0.41055003,0.40885124,1,0,-0.41367266,0.17112507,-0.07078976,0.029283788,2,2,1,1,0,0,0,0,0,0.001698792
24132,0.4856588,0.2931637,1,0,-0.17889997,0.032005202,-0.00572573,0.001024333,0,0,2,2,0,0,0,0,0,0.19249511
24132,,0.41055003,,0,-0.02868238,0.000822679,-2.36E-05,6.768007e-07,0,1,0,0,0,0,0,0,0,
24133,0.45255002,,,,-0.10206404,0.010417069,-0.001063208,0.000108515,0,0,3.4375,3.4895833,0,0,0,0,0,
24133,0.34471405,0.44896796,1,0,-0.09489998,0.009006007,-0.00085467,8.1108155e-05,0,0,2,2,0,0,0,0,0,-0.10425392
24133,0.38124594,0.45255002,1,0,-0.3105719,0.09645491,-0.029956186,0.00930355,0,0,3,3,0,0,0,0,0,-0.07130408
24133,0.38288927,0.34471405,1,0,-0.23750815,0.05641012,-0.013397863,0.003182102,0,0,4,4,0,0,0,0,0,0.038175225
24133,,0.38124594,,0,-0.23422146,0.05485969,-0.012849317,0.003009586,0,0,5,5,0,0,0,0,0,
24134,0.42453432,,,,-0.36298418,0.13175751,-0.047825895,0.017360043,0,0,3.3304348,3.4423914,0,0,0,0,0,
24134,0.6601846,0.3185079,1,0,-0.15093136,0.022780275,-0.003438258,0.000518941,0,0,7,7,0,0,0,0,0,0.3416767
24134,0.6514612,0.42453432,1,0,0.35576692,0.1265701,0.045029458,0.01601999,0,0,0,0,1,0.35576692,0.1265701,0.045029458,0.01601999,0.22692686
24134,0.63824797,0.6601846,1,1,0.3029224,0.09176198,0.027796758,0.008420261,1,1,0,0,1,0.3029224,0.09176198,0.027796758,0.008420261,-0.021936655
24134,,0.6514612,,1,0.27649593,0.07645,0.021138115,0.005844603,2,2,0,0,1,0.27649593,0.07645,0.021138115,0.005844603,
24135,0.66184026,,,,0.25821862,0.066676855,0.017217206,0.004445803,3,3,2.4708333,2.5946429,1,0.25821862,0.066676855,0.017217206,0.004445803,
24135,0.62816876,0.612347,1,1,0.3633858,0.13204923,0.047984816,0.017437002,4,4,0,0,1,0.3633858,0.13204923,0.047984816,0.017437002,0.015821755
24135,0.6980714,0.66184026,1,1,0.25633752,0.06570893,0.016843664,0.004317663,5,5,0,0,1,0.25633752,0.06570893,0.016843664,0.004317663,0.03623116
24135,0.56672245,0.62816876,1,1,0.39614284,0.15692915,0.06216636,0.024626758,6,6,0,0,1,0.39614284,0.15692915,0.06216636,0.024626758,-0.06144631
24135,,0.6980714,,1,0.19717094,0.03887638,0.007665293,0.001511373,7,7,0,1,1,0.19717094,0.03887638,0.007665293,0.001511373,
24136,0.49082604,,,,0.18075544,0.03267253,0.005905737,0.001067494,0,0,2.2787523,2.4590642,1,0.18075544,0.03267253,0.005905737,0.001067494,
24136,0.60812664,0.5331288,1,1,0.03543654,0.001255748,4.4499382e-05,1.5769041e-06,1,1,0,0,1,0.03543654,0.001255748,4.4499382e-05,1.5769041e-06,0.07499784
24136,0.615473,0.49082604,1,1,0.251864,0.063435465,0.015977109,0.004024059,2,2,0,0,1,0.251864,0.063435465,0.015977109,0.004024059,0.12464693
24136,,0.60812664,,1,0.23094591,0.053336017,0.012317735,0.002844731,3,3,0,0,1,0.23094591,0.053336017,0.012317735,0.002844731,
24141,0.57195395,,,,0.062699944,0.003931283,0.000246491,1.5454985e-05,0,0,0.9140316,1.0266799,1,0.062699944,0.003931283,0.000246491,1.5454985e-05,
24141,0.47828352,0.5263478,1,1,0.14971662,0.022415064,0.003355908,0.000502435,1,1,0,0,1,0.14971662,0.022415064,0.003355908,0.000502435,-0.04806429
24141,,0.57195395,,1,-0.009101629,8.283966e-05,-7.54E-07,6.8624084e-09,2,2,0,0,0,0,0,0,0,
24142,0.45381597,,,,-0.16926613,0.028651025,-0.004849648,0.000820881,2,3,2.076087,2.2282608,0,0,0,0,0,
24142,0.41112456,0.41536692,1,0,-0.092368096,0.008531865,-0.000788072,7.2792725e-05,0,0,2,2,0,0,0,0,0,-0.004242361
24142,0.39870134,0.45381597,1,0,-0.17775086,0.031595368,-0.005616103,0.000998267,0,0,3,3,0,0,0,0,0,-0.055114627
24142,0.38500354,0.41112456,1,0,-0.20259735,0.041045684,-0.008315748,0.001684748,0,0,4,4,0,0,0,0,0,-0.02612102
24142,,0.39870134,,0,-0.22999296,0.05289676,-0.012165882,0.002798067,0,0,5,5,0,0,0,0,0,
24143,0.45330068,,,,-0.07432291,0.005523895,-0.000410552,3.0513414e-05,0,0,3.4375,3.4895833,0,0,0,0,0,
24143,0.40352586,0.46283856,1,0,-0.09339866,0.00872331,-0.000814745,7.6096134e-05,0,0,7,7,0,0,0,0,0,-0.0593127
24143,0.44879705,0.45330068,1,0,-0.19294831,0.03722905,-0.007183283,0.001386002,0,0,8,8,0,0,0,0,0,-0.004503638
24143,0.564297,0.40352586,1,0,-0.10209972,0.010424352,-0.001064323,0.000108667,0,1,9,9,0,0,0,0,0,0.16077116
24143,,0.44879705,,0,0.12859404,0.016536428,0.002126486,0.000273453,0,0,10,10,1,0.12859404,0.016536428,0.002126486,0.000273453,
24144,0.7542599,,,,0.48787713,0.2380241,0.116126515,0.05665547,1,1,3.3304348,3.4423914,1,0.48787713,0.2380241,0.116126515,0.05665547,
24144,0.74093115,0.74393857,1,1,0.50851977,0.25859237,0.13149932,0.066870004,2,2,0,0,1,0.50851977,0.25859237,0.13149932,0.066870004,-0.003007412
24144,0.7245375,0.7542599,1,1,0.49781352,0.2478183,0.1233673,0.06141391,3,3,0,0,1,0.49781352,0.2478183,0.1233673,0.06141391,-0.029722393
24144,0.6486962,0.74093115,1,1,0.44907495,0.2016683,0.09056419,0.040670108,4,4,0,0,1,0.44907495,0.2016683,0.09056419,0.040670108,-0.09223497
24144,,0.7245375,,1,0.29739234,0.08844221,0.026302034,0.007822024,5,5,0,0,1,0.29739234,0.08844221,0.026302034,0.007822024,
24145,0.7135479,,,,0.40967998,0.16783768,0.06875974,0.028169489,6,6,2.4708333,2.5946429,1,0.40967998,0.16783768,0.06875974,0.028169489,
24145,0.5372459,0.70484,1,1,0.42709577,0.18241079,0.07790688,0.0332737,7,7,0,0,1,0.42709577,0.18241079,0.07790688,0.0332737,-0.16759408
24145,0.74734455,0.7135479,1,1,0.07449186,0.005549037,0.000413358,3.0791813e-05,0,0,0,0,1,0.07449186,0.005549037,0.000413358,3.0791813e-05,0.033796668
24145,0.5955822,0.5372459,1,1,0.4946891,0.24471731,0.121058986,0.059886564,1,1,0,0,1,0.4946891,0.24471731,0.121058986,0.059886564,0.058336258
24145,,0.74734455,,1,0.19116437,0.036543816,0.006985876,0.001335451,2,2,0,1,1,0.19116437,0.036543816,0.006985876,0.001335451,
24146,0.51933324,,,,0.35523823,0.1261942,0.044829004,0.015924975,3,3,2.2787523,2.4590642,1,0.35523823,0.1261942,0.044829004,0.015924975,
24146,0.5434574,0.6776191,1,1,0.038666517,0.0014951,5.7810288e-05,2.2353224e-06,4,4,0,1,1,0.038666517,0.0014951,5.7810288e-05,2.2353224e-06,-0.13416171
24146,0.6272202,0.51933324,1,1,0.12621102,0.01592922,0.002010443,0.00025374,5,5,0,0,1,0.12621102,0.01592922,0.002010443,0.00025374,0.10788697
24146,,0.5434574,,1,0.2544404,0.06473991,0.01647245,0.004191257,6,6,0,0,1,0.2544404,0.06473991,0.01647245,0.004191257,
24151,0.5635658,,,,-0.06409788,0.004108538,-0.000263349,1.6880087e-05,0,0,0.9140316,1.0266799,0,0,0,0,0,
24151,0.61603975,0.46795106,1,0,0.12713155,0.01616243,0.002054755,0.000261224,0,1,1,1,1,0.12713155,0.01616243,0.002054755,0.000261224,0.1480887
24151,,0.5635658,,1,0.23207954,0.05386091,0.012500015,0.002900998,1,2,0,0,1,0.23207954,0.05386091,0.012500015,0.002900998,
24152,0.45983538,,,,0.285526,0.0815251,0.023277536,0.006646342,2,3,2.076087,2.2282608,1,0.285526,0.0815251,0.023277536,0.006646342,
24152,0.39475188,0.642763,1,1,-0.08032921,0.006452782,-0.000518347,4.1638395e-05,0,0,0,0,0,0,0,0,0,-0.24801114
24152,0.42738628,0.45983538,1,0,-0.21049628,0.04430868,-0.009326813,0.001963259,0,0,1,1,0,0,0,0,0,-0.032449096
24152,0.4877662,0.39475188,1,0,-0.14522743,0.021091007,-0.003062993,0.000444831,0,1,2,3,0,0,0,0,0,0.09301433
24152,,0.42738628,,0,-0.024467587,0.000598663,-1.46E-05,3.583972e-07,0,2,0,0,0,0,0,0,0,
24153,0.6612724,,,,0.047041297,0.002212884,0.000104097,4.896854e-06,3,4,3.4375,3.4895833,1,0.047041297,0.002212884,0.000104097,4.896854e-06,
24153,0.4008864,0.52352065,1,1,0.32254478,0.10403514,0.033555992,0.010823309,4,5,0,0,1,0.32254478,0.10403514,0.033555992,0.010823309,-0.12263426
24153,0.2659996,0.6612724,1,1,-0.19822726,0.039294045,-0.007789151,0.001544022,0,1,0,0,0,0,0,0,0,-0.39527282
24153,0.2943905,0.4008864,1,0,-0.4646184,0.21587028,-0.1002973,0.046599973,0,0,1,1,0,0,0,0,0,-0.10649589
24153,,0.2659996,,0,-0.411219,0.16910106,-0.06953757,0.02859517,0,0,2,2,0,0,0,0,0,
24154,0.38496345,,,,-0.34372103,0.11814415,-0.04060863,0.01395804,0,0,3.3304348,3.4423914,0,0,0,0,0,
24154,0.34498808,0.31443954,1,0,-0.2300731,0.05293363,-0.012178604,0.002801969,0,1,4,4,0,0,0,0,0,0.030548543
24154,0.28901055,0.38496345,1,0,-0.3100238,0.09611476,-0.029797867,0.009238048,0,2,5,5,0,0,0,0,0,-0.0959529
24154,0.27405152,0.34498808,1,0,-0.42197886,0.17806616,-0.075140156,0.03170756,0,0,6,6,0,0,0,0,0,-0.07093656
24154,,0.28901055,,0,-0.45189694,0.20421085,-0.09228225,0.041702066,0,0,7,7,0,0,0,0,0,
24155,0.28613284,,,,-0.36486852,0.13312905,-0.048574597,0.01772334,0,0,2.4708333,2.5946429,0,0,0,0,0,
24155,0.363204,0.2981246,1,0,-0.4277343,0.18295662,-0.078256816,0.033473123,0,0,9,9,0,0,0,0,0,0.06507939
24155,0.24856946,0.28613284,1,0,-0.273592,0.07485258,-0.020479066,0.005602909,0,0,10,10,0,0,0,0,0,-0.037563384
24155,0.40799433,0.363204,1,0,-0.50286114,0.25286934,-0.12715816,0.063942894,0,0,11,11,0,0,0,0,0,0.044790328
24155,,0.24856946,,0,-0.18307042,0.03351478,-0.006135565,0.001123241,0,0,12,12,0,0,0,0,0,
24156,0.29160812,,,,-0.06188175,0.003829351,-0.000236967,1.46639295e-05,0,0,2.2787523,2.4590642,0,0,0,0,0,
24156,0.2920191,0.37932,1,0,-0.41678378,0.17370872,-0.072398975,0.03017472,0,0,1,1,0,0,0,0,0,-0.0873009
24156,0.2848778,0.29160812,1,0,-0.41596183,0.17302425,-0.07197148,0.02993739,0,0,2,2,0,0,0,0,0,-0.006730318
24156,,0.2920191,,0,-0.37252274,0.13877319,-0.05169617,0.019258,0,0,3,3,0,0,0,0,0,
24161,0.5263231,,,,-0.116594344,0.013594241,-0.001585012,0.000184803,0,0,0.9140316,1.0266799,0,0,0,0,0,
24161,0.4932781,0.4417028,1,0,0.05264616,0.002771618,0.000145915,7.681867e-06,0,0,1,1,1,0.05264616,0.002771618,0.000145915,7.681867e-06,0.051575273
24161,,0.5263231,,1,-0.013443828,0.000180737,-2.43E-06,3.266568e-08,1,1,0,0,0,0,0,0,0,
24162,0.41706693,,,,-0.08799851,0.007743738,-0.000681437,5.9965474e-05,1,2,2.076087,2.2282608,0,0,0,0,0,
24162,0.44791588,0.45600075,1,0,-0.16586614,0.027511574,-0.004563239,0.000756887,0,0,2,2,0,0,0,0,0,-0.008084863
24162,0.42580616,0.41706693,1,0,-0.104168266,0.010851027,-0.001130333,0.000117745,1,3,3,3,0,0,0,0,0,0.008739233
24162,0.37479585,0.44791588,1,0,-0.14838767,0.0220189,-0.003267333,0.000484832,0,0,4,4,0,0,0,0,0,-0.07312003
24162,,0.42580616,,0,-0.2504083,0.06270431,-0.01570168,0.003931831,0,1,5,5,0,0,0,0,0,
24163,0.47809103,,,,-0.20095813,0.04038417,-0.008115527,0.001630881,0,0,3.4375,3.4895833,0,0,0,0,0,
24163,0.38902295,0.39952093,1,0,-0.043817967,0.001920014,-8.41E-05,3.6864546e-06,0,0,7,7,0,0,0,0,0,-0.010497987
24163,0.4044034,0.47809103,1,0,-0.2219541,0.049263626,-0.010934264,0.002426905,0,1,8,8,0,0,0,0,0,-0.07368764
24163,0.43759826,0.38902295,1,0,-0.19117564,0.036548126,-0.006987111,0.001335766,0,0,9,9,0,0,0,0,0,0.048575312
24163,,0.4044034,,0,-0.12480351,0.015575917,-0.001943929,0.000242609,0,1,10,10,0,0,0,0,0,
24164,0.34396783,,,,-0.1465871,0.021487778,-0.003149831,0.000461725,0,2,3.3304348,3.4423914,0,0,0,0,0,
24164,0.31978104,0.42670646,1,0,-0.31206432,0.09738414,-0.030390115,0.009483671,0,2,1,1,0,0,0,0,0,-0.10692543
24164,0.21989435,0.34396783,1,0,-0.34868547,0.12158156,-0.042393725,0.014782076,0,3,2,2,0,0,0,0,0,-0.124073476
24164,0.2073116,0.31978104,1,0,-0.5602113,0.3138367,-0.17581487,0.09849347,0,0,3,3,0,0,0,0,0,-0.112469435
24164,,0.21989435,,0,-0.58537686,0.34266606,-0.2005888,0.11742003,0,0,4,4,0,0,0,0,0,
24165,0.27652735,,,,-0.31630838,0.10005099,-0.031646967,0.010010201,0,0,2.4708333,2.5946429,0,0,0,0,0,
24165,0.23661727,0.3418458,1,0,-0.4469453,0.19976011,-0.08928184,0.039904103,0,0,6,6,0,0,0,0,0,-0.10522854
24165,0.21444258,0.27652735,1,0,-0.52676547,0.27748185,-0.14616786,0.07699618,0,0,7,7,0,0,0,0,0,-0.062084764
24165,0.41090128,0.23661727,1,0,-0.5711149,0.32617223,-0.18628182,0.10638832,0,0,8,8,0,0,0,0,0,0.17428401
24165,,0.21444258,,0,-0.17819747,0.03175434,-0.005658543,0.001008338,0,0,9,9,0,0,0,0,0,
24166,0.25002867,,,,-0.27447298,0.07533542,-0.020677537,0.005675425,0,1,2.2787523,2.4590642,0,0,0,0,0,
24166,0.27995875,0.3627635,1,0,-0.49994266,0.24994266,-0.124957,0.062471334,0,0,11,11,0,0,0,0,0,-0.08280474
24166,0.35998213,0.25002867,1,0,-0.40725198,0.16585419,-0.067544445,0.027507609,0,1,12,12,0,0,0,0,0,0.10995346
24166,,0.27995875,,0,-0.28003573,0.07842001,-0.021960406,0.006149699,0,0,13,13,0,0,0,0,0,
24171,0.47109804,,,,-0.30558503,0.09338221,-0.028536204,0.008720237,0,0,0.9140316,1.0266799,0,0,0,0,0,
24171,0.357544,0.3472075,1,0,-0.0578039,0.003341291,-0.00019314,1.1164224e-05,0,0,1,1,0,0,0,0,0,0.010336518
24171,,0.47109804,,0,-0.284912,0.08117484,-0.023127686,0.006589355,0,1,2,2,0,0,0,0,0,
24172,0.3536691,,,,-0.36403802,0.13252369,-0.048243657,0.017562525,0,0,2.076087,2.2282608,0,0,0,0,0,
24172,0.3350307,0.31798097,1,0,-0.2926618,0.08565092,-0.025066752,0.00733608,0,2,4,4,0,0,0,0,0,0.01704973
24172,0.51689136,0.3536691,1,0,-0.32993862,0.108859494,-0.03591695,0.01185039,0,3,5,5,0,0,0,0,0,0.16322225
24172,0.4695527,0.3350307,1,0,0.03378269,0.00114127,3.855518e-05,1.3024977e-06,0,4,0,0,1,0.03378269,0.00114127,3.855518e-05,1.3024977e-06,0.13452199
24172,,0.51689136,,1,-0.06089461,0.003708153,-0.000225807,1.3750401e-05,1,5,0,0,0,0,0,0,0,
24173,0.4850883,,,,-0.17221567,0.029658237,-0.005107613,0.000879611,1,6,3.4375,3.4895833,0,0,0,0,0,
24173,0.446653,0.41389218,1,0,-0.029823422,0.000889437,-2.65E-05,7.910973e-07,1,7,2,2,0,0,0,0,0,0.03276083
24173,0.35084525,0.4850883,1,0,-0.10669398,0.011383606,-0.001214562,0.000129587,5,6,3,3,0,0,0,0,0,-0.13424304
24173,0.34482867,0.446653,1,0,-0.29830304,0.088984706,-0.026544407,0.007918277,1,8,4,4,0,0,0,0,0,-0.10182434
24173,,0.35084525,,0,-0.27706176,0.07676322,-0.021268152,0.005892592,0,0,5,5,0,0,0,0,0,
24174,0.4725146,,,,-0.18664965,0.03483809,-0.006502518,0.001213693,0,0,3.3304348,3.4423914,0,0,0,0,0,
24174,0.43203506,0.38694182,1,0,-0.05494842,0.003019329,-0.000165907,9.1163465e-06,0,0,7,7,0,0,0,0,0,0.04509324
24174,0.32616726,0.4725146,1,0,-0.13592991,0.01847694,-0.002511569,0.000341397,0,0,8,8,0,0,0,0,0,-0.14634734
24174,0.2709736,0.43203506,1,0,-0.34766546,0.12087127,-0.042022765,0.014609864,0,0,9,9,0,0,0,0,0,-0.16106147
24174,,0.32616726,,0,-0.45805284,0.2098124,-0.09610517,0.044021245,0,0,10,10,0,0,0,0,0,
24175,0.53471667,,,,-0.10120714,0.010242885,-0.001036653,0.000104917,0,0,2.4708333,2.5946429,0,0,0,0,0,
24175,0.7225541,0.44939643,1,0,0.078951865,0.006233397,0.000492138,3.885524e-05,0,0,1,1,1,0.078951865,0.006233397,0.000492138,3.885524e-05,0.27315766
24175,0.7713881,0.53471667,1,1,0.44510818,0.1981213,0.08818541,0.039252046,1,1,0,0,1,0.44510818,0.1981213,0.08818541,0.039252046,0.23667145
24175,0.7771432,0.7225541,1,1,0.5427762,0.29460603,0.15990515,0.086792715,2,2,0,0,1,0.5427762,0.29460603,0.15990515,0.086792715,0.054589093
24175,,0.7713881,,1,0.55428636,0.30723336,0.17029527,0.094392344,3,3,0,0,1,0.55428636,0.30723336,0.17029527,0.094392344,
24176,0.77407086,,,,0.6832371,0.4668129,0.3189439,0.21791428,4,4,2.2787523,2.4590642,1,0.6832371,0.4668129,0.3189439,0.21791428,
24176,0.90963376,0.84161854,1,1,0.5481417,0.30045936,0.1646943,0.09027582,5,5,0,0,1,0.5481417,0.30045936,0.1646943,0.09027582,0.06801522
24176,0.6819387,0.77407086,1,1,0.8192675,0.67119926,0.54989177,0.45050845,6,6,0,0,1,0.8192675,0.67119926,0.54989177,0.45050845,-0.09213215
24176,,0.90963376,,1,0.36387742,0.13240677,0.048179835,0.017531553,7,7,2.8888888,3.1666667,1,0.36387742,0.13240677,0.048179835,0.017531553,
24181,0.5414289,,,,-0.17637017,0.031106438,-0.005486248,0.000967611,0,0,0.9140316,1.0266799,0,0,0,0,0,
24181,0.5077829,0.4118149,1,0,0.08285785,0.006865423,0.000568854,4.713403e-05,0,0,1,1,1,0.08285785,0.006865423,0.000568854,4.713403e-05,0.09596798
24181,,0.5414289,,1,0.015565783,0.000242294,3.7714894e-06,5.8706185e-08,1,1,0,0,1,0.015565783,0.000242294,3.7714894e-06,5.8706185e-08,
24182,0.5727049,,,,0.11539066,0.013315004,0.001536427,0.000177289,2,2,2.076087,2.2282608,1,0.11539066,0.013315004,0.001536427,0.000177289,
24182,0.5955396,0.5576953,1,1,0.14540982,0.021144016,0.003074548,0.000447069,3,3,0,0,1,0.14540982,0.021144016,0.003074548,0.000447069,0.0378443
24182,0.71545494,0.5727049,1,1,0.19107923,0.036511272,0.006976546,0.001333073,4,4,0,0,1,0.19107923,0.036511272,0.006976546,0.001333073,0.14275002
24182,0.6555187,0.5955396,1,1,0.43090987,0.18568332,0.080012776,0.034478296,5,5,0,0,1,0.43090987,0.18568332,0.080012776,0.034478296,0.05997908
24182,,0.71545494,,1,0.31103742,0.09674428,0.03009109,0.009359456,6,6,0,1,1,0.31103742,0.09674428,0.03009109,0.009359456,
24183,0.68808085,,,,0.2207835,0.048745357,0.01076217,0.00237611,7,7,3.4375,3.4895833,1,0.2207835,0.048745357,0.01076217,0.00237611,
24183,0.64148855,0.61039174,1,1,0.3761617,0.14149763,0.053225983,0.020021576,8,8,0,0,1,0.3761617,0.14149763,0.053225983,0.020021576,0.031096816
24183,0.6027185,0.68808085,1,1,0.2829771,0.08007604,0.022659685,0.006412172,9,9,0,0,1,0.2829771,0.08007604,0.022659685,0.006412172,-0.085362375
24183,0.68292904,0.64148855,1,1,0.20543694,0.04220434,0.00867033,0.001781206,10,10,0,0,1,0.20543694,0.04220434,0.00867033,0.001781206,0.041440487
24183,,0.6027185,,1,0.3658581,0.13385215,0.048970897,0.0179164,11,11,0,0,1,0.3658581,0.13385215,0.048970897,0.0179164,
24184,0.6562119,,,,0.4043496,0.1634986,0.06611059,0.026731791,12,12,3.3304348,3.4423914,1,0.4043496,0.1634986,0.06611059,0.026731791,
24184,0.6290614,0.7021748,1,1,0.31242383,0.09760865,0.030495267,0.009527448,13,13,0,0,1,0.31242383,0.09760865,0.030495267,0.009527448,-0.07311338
24184,0.59502584,0.6562119,1,1,0.38295466,0.14665426,0.056161936,0.021507476,0,0,0,0,1,0.38295466,0.14665426,0.056161936,0.021507476,-0.061186075
24184,0.7609671,0.6290614,1,1,0.1900517,0.03611965,0.006864601,0.001304629,1,1,0,0,1,0.1900517,0.03611965,0.006864601,0.001304629,0.13190567
24184,,0.59502584,,1,0.52193415,0.27241525,0.14218283,0.07421007,2,2,0,0,1,0.52193415,0.27241525,0.14218283,0.07421007,
24185,0.7587514,,,,1,1,1,1,3,3,2.4708333,2.5946429,1,1,1,1,1,
24185,1,1,1,1,0.5175028,0.26780912,0.13859197,0.07172173,4,4,0,0,1,0.5175028,0.26780912,0.13859197,0.07172173,0
24185,0.77619094,0.7587514,1,1,1,1,1,1,5,5,0,0,1,1,1,1,1,0.017439544
24185,0.74279386,1,1,1,0.5523819,0.30512574,0.16854593,0.09310171,6,6,0,0,1,0.5523819,0.30512574,0.16854593,0.09310171,-0.25720614
24185,,0.77619094,,1,0.48558775,0.23579545,0.11449938,0.0555995,7,7,0,0,1,0.48558775,0.23579545,0.11449938,0.0555995,
24186,0.46024674,,,,0.36546186,0.13356237,0.04881195,0.017838906,8,8,2.2787523,2.4590642,1,0.36546186,0.13356237,0.04881195,0.017838906,
24186,0.4632681,0.6827309,1,1,-0.07950652,0.006321286,-0.000502583,3.9958657e-05,0,0,0,0,0,0,0,0,0,-0.21946281
24186,0.3973094,0.46024674,1,0,-0.03862846,0.001492158,-5.76E-05,2.2265351e-06,0,0,1,1,0,0,0,0,0,-0.06293735
24186,,0.4632681,,0,-0.20538118,0.042181432,-0.008663273,0.001779273,0,1,2,2,0,0,0,0,0,
24191,0.6806563,,,,0.19709858,0.038847852,0.007656856,0.001509156,0,0,0.9140316,1.0266799,1,0.19709858,0.038847852,0.007656856,0.001509156,
24191,0.6379945,0.5985493,1,1,0.36131263,0.13054681,0.047168214,0.017042471,1,1,0,0,1,0.36131263,0.13054681,0.047168214,0.017042471,0.03944522
24191,,0.6806563,,1,0.27598903,0.076169945,0.021022068,0.00580186,2,2,0,0,1,0.27598903,0.076169945,0.021022068,0.00580186,
24192,0.6751724,,,,0.32687435,0.10684684,0.03492549,0.011416247,3,3,2.076087,2.2282608,1,0.32687435,0.10684684,0.03492549,0.011416247,
24192,0.6872213,0.6634372,1,1,0.35034478,0.12274146,0.04300183,0.015065467,4,4,0,0,1,0.35034478,0.12274146,0.04300183,0.015065467,0.023784101
24192,0.7501682,0.6751724,1,1,0.37444258,0.14020725,0.052499563,0.019658072,5,5,0,0,1,0.37444258,0.14020725,0.052499563,0.019658072,0.074995816
24192,0.68853027,0.6872213,1,1,0.5003364,0.25033653,0.12525247,0.062668376,6,6,0,0,1,0.5003364,0.25033653,0.12525247,0.062668376,0.001308978
24192,,0.7501682,,1,0.37706056,0.14217466,0.05360846,0.020213636,7,7,0,0,1,0.37706056,0.14217466,0.05360846,0.020213636,
24193,0.76318884,,,,0.24365827,0.059369355,0.014465835,0.00352472,8,8,3.4375,3.4895833,1,0.24365827,0.059369355,0.014465835,0.00352472,
24193,0.7187304,0.62182915,1,1,0.5263777,0.27707347,0.14584528,0.0767697,9,9,0,0,1,0.5263777,0.27707347,0.14584528,0.0767697,0.09690124
24193,0.6964954,0.76318884,1,1,0.43746075,0.1913719,0.0837177,0.036623206,10,10,0,0,1,0.43746075,0.1913719,0.0837177,0.036623206,-0.066693425
24193,0.58447146,0.7187304,1,1,0.39301133,0.15445791,0.060703706,0.023857245,11,11,0,1,1,0.39301133,0.15445791,0.060703706,0.023857245,-0.13425893
24193,,0.6964954,,1,0.16894293,0.028541714,0.004821921,0.000814629,0,0,0,0,1,0.16894293,0.028541714,0.004821921,0.000814629,
